port,nets,cells,combcell,seqcell,macros,bufinv,refs,combarea,bufinvarea,noncombarea,macroarea,interconnectarea,totalcellarea,totalarea,slack,coreutil,rows,corew,coreh,aspectratio,cellnotonrow,nfcellnotonrow,celloverlap,nfcelloverlap,cellblock,nfcellblock,orientviolate,nforientviolate,siteviolate,nfsiteviolate,powerstrapviolate,nfpowerstrapviolate,twirelen,m1wl,m2wl,m3wl,m4wl,m5wl,m6wl,m7wl,m8wl,m9wl,mrdlwl,via12,via23,via34,via45,via56,via67,via78,via89,via9r,plangrp,volarea,routelayer,xglobalgrid,yglobalgrid,inst,sigclknets,netports,avgport,gcells,avgvart,peakvart,avghor,peakhor,twl,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,conts,v1,v2,v3,v4,v5,v6,v7,v8,v9,clkperiod,lvls,sinks,ctbuff,ctsaddgates,pregates,prebuf,clockcells,ctbuffarea,ctcellarea,mgskew,maxtranvio,maxcapvio,maxfanvio,cgskew,lpdelay,spdelay,cplen,cpslack,cpclkper,tns,viopath,whv,thv,holdvio,drc,routevio
14871,117122,103233,97156,6007,0,16573,23,200925.993357,22863.302835,40080.28903,0.0,66634.03726699999,241006.28238699998,307640.319655,-4.93,0.8009999999999999,464,388.056,775.808,1.999,0,0,0,0,0,0,0,0,0,0,0,0,2159072.37,30527.38,808977.52,483660.96,374836.26,222902.83,125691.23,82297.51,19879.17,10299.52,0.0,378357,215165,65359,47837,15369,10533,1798,1165,0,0,0,10,118,234,102302,103854,377562,3.64,272610,48.53,104.76,61.62,125.0,2177640.77,7712.75,740970.51,481157.31,395820.41,229509.24,153469.25,92221.69,41609.75,33574.97,1594.88,856135,369645,298513,81526,62607,20617,16427,3801,2985,14,0.7,7,6000,95,0,0,0,95,714.65247,714.65247,0.014780000000000001,0,1,0,0.015,0.111,0.096,0.44,0.0,0.46,-0.14,165.0,0.0,0.0,0.0,127,0
14871,117122,103233,97156,6007,0,16573,23,200925.993357,22863.302835,40080.28903,0.0,66634.03726699999,241006.28238699998,307640.319655,-4.93,0.902,437,365.86400000000003,730.664,1.9969999999999999,0,0,0,0,0,0,0,0,0,0,0,0,2073171.78,40479.88,741948.48,439364.97,359175.7,211255.68,145836.7,87173.37,30793.07,17143.93,0.0,379027,208427,69126,50656,18755,12591,3107,1892,0,0,0,10,111,220,101961,103513,376889,3.64,240900,56.0,110.53,70.07,133.33,2151279.48,3703.63,733915.67,438625.23,384475.29,217326.49,166337.8,94429.11,66061.93,43797.4,2606.92,874887,367750,294085,88696,68577,25386,20095,5917,4349,32,0.8,7,6000,90,0,0,0,90,692.2879,692.2879,0.01874,0,1,0,0.019,0.10800000000000001,0.08900000000000001,0.45,-0.01,0.46,-0.35,242.0,0.0,0.0,0.0,314,1
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.6,285,953.04,476.52,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2382193.7,17044.06,1048196.86,731362.82,211741.47,278999.88,20233.33,69024.11,1919.46,3671.71,0.0,396082,243787,43094,35481,6072,5487,370,296,0,0,0,10,287,144,118359,118617,394446,3.33,408980,29.34,95.24,43.18,125.0,2363552.56,16128.24,926406.38,728083.61,280796.68,288476.01,24913.87,77425.42,5156.25,16166.1,0.0,814625,391326,319856,51186,40510,5491,5328,492,436,0,0.9,7,6000,104,0,0,0,104,812.7515900000001,812.7515900000001,0.02021,0,3,0,0.02,0.136,0.11599999999999999,0.38,0.0,0.4,-0.0,3.0,0.0,0.0,0.0,5,0
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.7020000000000001,263,882.36,439.736,0.498,0,0,0,0,0,0,0,0,0,0,0,0,2217849.33,18000.45,912959.12,636493.62,241441.06,281426.48,30677.25,86879.55,2166.91,7804.9,0.0,388216,232306,52149,40906,8888,7950,762,656,0,0,0,10,265,133,114578,114836,386689,3.37,348480,32.79,95.45,51.86,122.22,2196347.36,10834.75,812482.2,636382.82,284202.15,281687.25,38403.82,98332.76,6799.13,27222.48,0.0,828008,382287,312002,62632,49689,9917,9377,1083,1021,0,0.6,8,6000,95,0,0,0,95,758.87329,758.87329,0.01707,0,1,0,0.017,0.11,0.09300000000000001,0.39,0.0,0.4,-0.0,12.0,0.0,0.0,0.0,19,0
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.8029999999999999,246,825.36,411.31199999999995,0.498,0,0,0,0,0,0,0,0,0,0,0,0,2120044.17,23067.37,834718.72,555137.52,294436.77,258118.95,49486.34,89154.46,3745.2,12178.85,0.0,384765,223797,58868,43699,11167,9172,1241,1093,0,0,0,10,248,125,112736,112994,383017,3.39,306280,38.52,95.45,57.92,125.0,2121788.9,6909.92,765709.29,555706.57,320136.39,256153.88,69772.23,97703.63,11942.57,37754.43,0.0,837045,376138,304672,70227,54757,14424,12688,2135,2004,0,0.7,6,6000,85,0,0,0,85,692.28778,692.28778,0.01266,0,2,0,0.013000000000000001,0.11699999999999999,0.10400000000000001,0.39,0.0,0.4,-0.02,27.0,0.0,0.0,0.0,53,3
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.903,232,778.24,387.904,0.498,0,0,0,0,0,0,0,0,0,0,0,0,2040688.31,30280.68,754851.84,506838.6,302859.09,252538.58,68915.58,99230.16,6763.92,18409.86,0.0,383906,216385,64711,46943,14359,11062,2018,1739,0,0,0,10,234,118,111849,112107,381181,3.4,272610,44.24,105.26,66.7,130.0,2094880.98,3697.62,728206.93,505176.09,327663.46,250944.93,99999.92,107673.14,21420.59,49879.26,219.03,854598,372342,298654,78598,61404,19679,16788,3684,3443,6,0.8,6,6000,88,0,0,0,88,694.3208599999999,694.3208599999999,0.018869999999999998,0,2,0,0.019,0.10800000000000001,0.08900000000000001,0.39,-0.01,0.4,-0.09,52.0,0.0,0.0,0.0,89,46
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,1.0,220,738.2639999999999,367.84,0.498,0,0,0,0,0,0,0,0,0,0,0,0,2030047.32,43104.16,698858.23,472709.51,317862.4,242204.55,102255.8,108596.86,13888.92,30566.9,0.0,383978,215716,71101,51598,18959,13492,3472,2863,0,0,0,10,222,112,110961,111219,378793,3.41,245310,53.1,115.0,76.05,140.0,2169833.47,1691.02,739563.88,479815.52,352547.32,247863.03,138689.61,110733.92,40797.88,57186.62,944.68,885615,370110,301576,87562,69638,25252,20760,5902,4795,20,0.9,6,6000,83,0,0,0,83,689.23779,689.23779,0.01825,0,2,0,0.018000000000000002,0.114,0.095,0.39,-0.01,0.4,-0.36,275.0,0.0,0.0,0.0,898,684
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.6,285,953.04,476.52,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2382193.7,17044.06,1048196.86,731362.82,211741.47,278999.88,20233.33,69024.11,1919.46,3671.71,0.0,396082,243787,43094,35481,6072,5487,370,296,0,0,0,10,287,144,118359,118617,394446,3.33,408980,29.34,95.24,43.18,125.0,2363552.56,16128.24,926406.38,728083.61,280796.68,288476.02,24913.87,77425.42,5156.25,16166.1,0.0,814625,391326,319856,51186,40510,5491,5328,492,436,0,1.0,7,6000,104,0,0,0,104,812.7515900000001,812.7515900000001,0.02112,0,3,0,0.021,0.136,0.115,0.37,0.0,0.4,0.0,0.0,0.0,0.0,0.0,3,0
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.7020000000000001,263,882.36,439.736,0.498,0,0,0,0,0,0,0,0,0,0,0,0,2217849.33,18000.45,912959.12,636493.62,241441.06,281426.48,30677.25,86879.55,2166.91,7804.9,0.0,388216,232306,52149,40906,8888,7950,762,656,0,0,0,10,265,133,114578,114836,386689,3.37,348480,32.79,95.45,51.86,122.22,2196347.36,10834.75,812482.2,636382.82,284202.15,281687.25,38403.82,98332.76,6799.13,27222.48,0.0,828008,382287,312002,62632,49689,9917,9377,1083,1021,0,0.6,8,6000,95,0,0,0,95,758.87329,758.87329,0.01706,0,1,0,0.017,0.11,0.09300000000000001,0.37,0.0,0.4,0.0,0.0,0.0,0.0,0.0,6,0
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.8029999999999999,246,825.36,411.31199999999995,0.498,0,0,0,0,0,0,0,0,0,0,0,0,2120044.17,23067.37,834718.72,555137.52,294436.77,258118.95,49486.34,89154.46,3745.2,12178.85,0.0,384765,223797,58868,43699,11167,9172,1241,1093,0,0,0,10,248,125,112736,112994,383017,3.39,306280,38.52,95.45,57.92,125.0,2121788.9,6909.92,765709.29,555706.57,320136.39,256153.88,69772.23,97703.63,11942.57,37754.43,0.0,837045,376138,304672,70227,54757,14424,12688,2135,2004,0,0.7,6,6000,85,0,0,0,85,692.28778,692.28778,0.01267,0,2,0,0.013000000000000001,0.11699999999999999,0.10400000000000001,0.38,0.0,0.4,-0.0,4.0,0.0,0.0,0.0,32,0
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.903,232,778.24,387.904,0.498,0,0,0,0,0,0,0,0,0,0,0,0,2040688.31,30280.68,754851.84,506838.6,302859.09,252538.58,68915.58,99230.16,6763.92,18409.86,0.0,383906,216385,64711,46943,14359,11062,2018,1739,0,0,0,10,234,118,111849,112107,381181,3.4,272610,44.24,105.26,66.7,130.0,2094880.98,3697.62,728206.93,505176.1,327663.46,250944.93,99999.93,107673.14,21420.59,49879.26,219.03,854598,372342,298654,78598,61404,19679,16788,3684,3443,6,0.8,6,6000,88,0,0,0,88,694.3208599999999,694.3208599999999,0.018869999999999998,0,2,0,0.019,0.10800000000000001,0.08900000000000001,0.38,0.0,0.4,-0.01,12.0,0.0,0.0,0.0,41,1
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,1.0,220,738.2639999999999,367.84,0.498,0,0,0,0,0,0,0,0,0,0,0,0,2030047.32,43104.16,698858.23,472709.51,317862.4,242204.55,102255.8,108596.86,13888.92,30566.9,0.0,383978,215716,71101,51598,18959,13492,3472,2863,0,0,0,10,222,112,110961,111219,378793,3.41,245310,53.1,115.0,76.05,140.0,2169833.47,1691.02,739563.88,479815.52,352547.32,247863.03,138689.61,110733.92,40797.88,57186.62,944.68,885615,370110,301576,87562,69638,25252,20760,5902,4795,20,0.9,6,6000,83,0,0,0,83,689.23779,689.23779,0.01819,0,2,0,0.018000000000000002,0.114,0.096,0.39,-0.01,0.4,-0.19,220.0,0.0,0.0,0.0,575,56
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.6,285,953.04,476.52,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2382193.7,17044.06,1048196.86,731362.82,211741.47,278999.88,20233.33,69024.11,1919.46,3671.71,0.0,396082,243787,43094,35481,6072,5487,370,296,0,0,0,10,287,144,118359,118617,394446,3.33,408980,29.34,95.24,43.18,125.0,2363552.56,16128.24,926406.38,728083.61,280796.68,288476.02,24913.87,77425.42,5156.25,16166.1,0.0,814625,391326,319856,51186,40510,5491,5328,492,436,0,1.0,7,6000,104,0,0,0,104,812.7515900000001,812.7515900000001,0.02113,0,3,0,0.021,0.136,0.115,0.39,0.0,0.4,-0.0,1.0,0.0,0.0,0.0,3,0
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.7020000000000001,263,882.36,439.736,0.498,0,0,0,0,0,0,0,0,0,0,0,0,2217849.33,18000.45,912959.12,636493.62,241441.06,281426.48,30677.25,86879.55,2166.91,7804.9,0.0,388216,232306,52149,40906,8888,7950,762,656,0,0,0,10,265,133,114578,114836,386689,3.37,348480,32.79,95.45,51.86,122.22,2196347.36,10834.75,812482.2,636382.82,284202.15,281687.25,38403.82,98332.76,6799.13,27222.48,0.0,828008,382287,312002,62632,49689,9917,9377,1083,1021,0,0.6,8,6000,95,0,0,0,95,758.87329,758.87329,0.01706,0,1,0,0.017,0.11,0.09300000000000001,0.38,0.0,0.4,-0.0,2.0,0.0,0.0,0.0,9,0
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.8029999999999999,246,825.36,411.31199999999995,0.498,0,0,0,0,0,0,0,0,0,0,0,0,2120044.17,23067.37,834718.72,555137.52,294436.77,258118.95,49486.34,89154.46,3745.2,12178.85,0.0,384765,223797,58868,43699,11167,9172,1241,1093,0,0,0,10,248,125,112736,112994,383017,3.39,306280,38.52,95.45,57.92,125.0,2121788.9,6909.92,765709.29,555706.57,320136.39,256153.88,69772.23,97703.63,11942.57,37754.43,0.0,837045,376138,304672,70227,54757,14424,12688,2135,2004,0,0.7,6,6000,85,0,0,0,85,692.28778,692.28778,0.01266,0,2,0,0.013000000000000001,0.11699999999999999,0.10400000000000001,0.39,0.0,0.4,-0.0,7.0,0.0,0.0,0.0,32,0
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.903,232,778.24,387.904,0.498,0,0,0,0,0,0,0,0,0,0,0,0,2040688.31,30280.68,754851.84,506838.6,302859.09,252538.58,68915.58,99230.16,6763.92,18409.86,0.0,383906,216385,64711,46943,14359,11062,2018,1739,0,0,0,10,234,118,111849,112107,381181,3.4,272610,44.24,105.26,66.7,130.0,2094880.98,3697.62,728206.93,505176.1,327663.46,250944.93,99999.93,107673.14,21420.59,49879.26,219.03,854598,372342,298654,78598,61404,19679,16788,3684,3443,6,0.8,6,6000,88,0,0,0,88,694.3208599999999,694.3208599999999,0.018869999999999998,0,2,0,0.019,0.10800000000000001,0.08900000000000001,0.38,0.0,0.4,-0.01,18.0,0.0,0.0,0.0,51,0
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,1.0,220,738.2639999999999,367.84,0.498,0,0,0,0,0,0,0,0,0,0,0,0,2030047.32,43104.16,698858.23,472709.51,317862.4,242204.55,102255.8,108596.86,13888.92,30566.9,0.0,383978,215716,71101,51598,18959,13492,3472,2863,0,0,0,10,222,112,110961,111219,378793,3.41,245310,53.1,115.0,76.05,140.0,2169833.47,1691.02,739563.88,479815.52,352547.32,247863.03,138689.61,110733.92,40797.88,57186.62,944.68,885615,370110,301576,87562,69638,25252,20760,5902,4795,20,0.9,6,6000,83,0,0,0,83,689.23779,689.23779,0.01825,0,2,0,0.018000000000000002,0.114,0.095,0.39,-0.01,0.4,-0.18,228.0,0.0,0.0,0.0,505,19
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.6,403,673.9680000000001,673.816,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2396578.53,15535.84,1056058.3,723747.62,246697.22,266189.39,24774.78,60301.59,1427.89,1845.89,0.0,396010,243706,41988,33997,5314,4644,218,170,0,0,0,10,203,203,118563,118821,394882,3.32,408040,30.15,95.24,42.12,122.22,2378998.94,15900.19,932275.78,722123.04,313389.91,275455.7,33221.66,68681.17,6472.52,11478.97,0.0,809664,391624,319007,50499,38789,4715,4472,312,246,0,1.0,6,6000,97,0,0,0,97,767.51428,767.51428,0.01889,0,0,0,0.019,0.11800000000000001,0.099,0.38,0.0,0.4,-0.0,2.0,0.0,0.0,0.0,4,0
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.7,373,623.96,623.656,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2242177.69,15003.16,947646.13,622107.88,286571.98,258742.76,36374.82,69596.54,2509.52,3624.9,0.0,388735,231670,51601,39266,7739,6649,461,361,0,0,0,10,188,188,115012,115270,387696,3.36,349690,34.22,95.45,49.25,122.22,2217445.72,9833.65,839584.93,626225.76,327228.61,264289.6,49054.57,76957.38,7862.41,16408.82,0.0,817864,382869,310615,60507,46335,8505,7698,712,623,0,0.6,6,6000,95,0,0,0,95,730.40912,730.40912,0.019180000000000003,0,0,0,0.019,0.113,0.094,0.39,-0.01,0.4,-0.01,3.0,0.0,0.0,0.0,6,0
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.8,349,583.68,583.528,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2142873.81,20086.12,857014.91,547685.03,310950.96,253488.58,57919.6,83282.24,4574.59,7871.78,0.0,384713,222501,58837,43497,10880,8786,979,814,0,0,0,10,176,176,112840,113098,383356,3.39,306250,38.95,95.45,56.43,125.0,2125001.87,6606.04,772640.81,551068.88,335781.32,253909.3,75591.34,91274.05,12928.04,25202.1,0.0,829719,376321,302712,70313,53713,12938,11163,1373,1186,0,0.7,5,6000,82,0,0,0,82,691.27112,691.27112,0.01759,0,1,0,0.018000000000000002,0.113,0.095,0.39,0.0,0.4,-0.01,22.0,0.0,0.0,0.0,40,0
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.9009999999999999,329,550.24,550.0880000000001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2060405.14,27987.15,771390.88,496272.1,321424.67,243020.94,84211.04,92065.72,9532.83,14499.81,0.0,383609,215983,64860,47159,14441,10663,1796,1433,0,0,0,10,166,166,111891,112149,381305,3.4,272250,44.92,104.76,64.52,125.0,2095120.94,3518.16,736845.78,497673.29,343307.56,243960.38,105460.43,99928.12,24575.98,38799.61,1051.62,849481,372458,298335,78127,60211,18811,15542,3171,2812,14,0.8,6,6000,85,0,0,0,85,693.3043200000001,693.3043200000001,0.01844,0,2,0,0.018000000000000002,0.102,0.084,0.39,-0.01,0.4,-0.04,48.0,0.0,0.0,0.0,81,17
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,1.0,312,521.9680000000001,521.664,0.9990000000000001,0,0,0,0,0,0,0,0,0,0,0,0,2033867.01,38783.26,710794.03,463195.15,326094.19,235258.53,116319.98,100896.38,19298.76,23210.02,16.72,382395,214983,71120,52133,19184,13225,3159,2361,2,0,0,10,158,158,110731,110989,378380,3.41,246490,52.65,109.09,73.71,130.0,2132330.31,1589.92,731546.42,467570.5,350243.48,239170.05,139663.56,105111.25,44701.11,51391.4,1342.62,879138,369728,299074,87238,68619,24639,19936,5454,4430,20,0.9,5,6000,78,0,0,0,78,651.62469,651.62469,0.0146,0,1,0,0.015,0.1,0.085,0.39,-0.01,0.4,-0.3,256.0,0.0,0.0,0.0,623,246
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.6,403,673.9680000000001,673.816,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2396578.53,15535.84,1056058.3,723747.62,246697.22,266189.39,24774.78,60301.59,1427.89,1845.89,0.0,396010,243706,41988,33997,5314,4644,218,170,0,0,0,10,203,203,118563,118821,394882,3.32,408040,30.15,95.24,42.12,122.22,2378998.94,15900.19,932275.78,722123.04,313389.91,275455.7,33221.66,68681.17,6472.52,11478.97,0.0,809664,391624,319007,50499,38789,4715,4472,312,246,0,1.0,6,6000,97,0,0,0,97,767.51428,767.51428,0.018930000000000002,0,0,0,0.019,0.11800000000000001,0.099,0.38,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0,0
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.7,373,623.96,623.656,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2242177.69,15003.16,947646.13,622107.88,286571.98,258742.76,36374.82,69596.54,2509.52,3624.9,0.0,388735,231670,51601,39266,7739,6649,461,361,0,0,0,10,188,188,115012,115270,387696,3.36,349690,34.22,95.45,49.25,122.22,2217445.72,9833.65,839584.93,626225.76,327228.61,264289.6,49054.57,76957.38,7862.41,16408.82,0.0,817864,382869,310615,60507,46335,8505,7698,712,623,0,0.6,6,6000,95,0,0,0,95,730.40912,730.40912,0.019190000000000002,0,0,0,0.019,0.113,0.094,0.38,0.0,0.4,-0.0,1.0,0.0,0.0,0.0,4,0
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.8,349,583.68,583.528,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2142873.81,20086.12,857014.91,547685.03,310950.96,253488.58,57919.6,83282.24,4574.59,7871.78,0.0,384713,222501,58837,43497,10880,8786,979,814,0,0,0,10,176,176,112840,113098,383356,3.39,306250,38.95,95.45,56.43,125.0,2125001.87,6606.04,772640.81,551068.88,335781.32,253909.3,75591.34,91274.05,12928.04,25202.1,0.0,829719,376321,302712,70313,53713,12938,11163,1373,1186,0,0.7,5,6000,82,0,0,0,82,691.27112,691.27112,0.01755,0,1,0,0.018000000000000002,0.113,0.095,0.39,0.0,0.4,-0.0,3.0,0.0,0.0,0.0,27,0
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.9009999999999999,329,550.24,550.0880000000001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2060405.14,27987.15,771390.88,496272.1,321424.67,243020.94,84211.04,92065.72,9532.83,14499.81,0.0,383609,215983,64860,47159,14441,10663,1796,1433,0,0,0,10,166,166,111891,112149,381305,3.4,272250,44.92,104.76,64.52,125.0,2095120.94,3518.16,736845.78,497673.29,343307.56,243960.38,105460.43,99928.12,24575.98,38799.61,1051.62,849481,372458,298335,78127,60211,18811,15542,3171,2812,14,0.8,6,6000,85,0,0,0,85,693.3043200000001,693.3043200000001,0.018430000000000002,0,2,0,0.018000000000000002,0.102,0.084,0.38,0.0,0.4,-0.01,17.0,0.0,0.0,0.0,49,0
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,1.0,312,521.9680000000001,521.664,0.9990000000000001,0,0,0,0,0,0,0,0,0,0,0,0,2033867.01,38783.26,710794.03,463195.15,326094.19,235258.53,116319.98,100896.38,19298.76,23210.02,16.72,382395,214983,71120,52133,19184,13225,3159,2361,2,0,0,10,158,158,110731,110989,378380,3.41,246490,52.65,109.09,73.71,130.0,2132330.31,1589.92,731546.42,467570.5,350243.48,239170.05,139663.56,105111.25,44701.11,51391.4,1342.62,879138,369728,299074,87238,68619,24639,19936,5454,4430,20,0.9,5,6000,78,0,0,0,78,651.62469,651.62469,0.0146,0,1,0,0.015,0.1,0.085,0.39,-0.01,0.4,-0.22,208.0,0.0,0.0,0.0,383,5
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.6,403,673.9680000000001,673.816,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2396578.53,15535.84,1056058.3,723747.62,246697.22,266189.39,24774.78,60301.59,1427.89,1845.89,0.0,396010,243706,41988,33997,5314,4644,218,170,0,0,0,10,203,203,118563,118821,394882,3.32,408040,30.15,95.24,42.12,122.22,2378998.94,15900.19,932275.78,722123.04,313389.91,275455.7,33221.66,68681.17,6472.52,11478.97,0.0,809664,391624,319007,50499,38789,4715,4472,312,246,0,1.0,6,6000,97,0,0,0,97,767.51428,767.51428,0.01891,0,0,0,0.019,0.11800000000000001,0.099,0.38,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1,0
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.7,373,623.96,623.656,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2242177.69,15003.16,947646.13,622107.88,286571.98,258742.76,36374.82,69596.54,2509.52,3624.9,0.0,388735,231670,51601,39266,7739,6649,461,361,0,0,0,10,188,188,115012,115270,387696,3.36,349690,34.22,95.45,49.25,122.22,2217445.72,9833.65,839584.93,626225.76,327228.61,264289.6,49054.57,76957.38,7862.41,16408.82,0.0,817864,382869,310615,60507,46335,8505,7698,712,623,0,0.6,6,6000,95,0,0,0,95,730.40912,730.40912,0.01963,0,0,0,0.02,0.114,0.094,0.37,0.0,0.4,-0.0,1.0,0.0,0.0,0.0,1,0
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.8,349,583.68,583.528,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2142873.81,20086.12,857014.91,547685.03,310950.96,253488.58,57919.6,83282.24,4574.59,7871.78,0.0,384713,222501,58837,43497,10880,8786,979,814,0,0,0,10,176,176,112840,113098,383356,3.39,306250,38.95,95.45,56.43,125.0,2125001.87,6606.04,772640.81,551068.88,335781.32,253909.3,75591.33,91274.05,12928.04,25202.1,0.0,829719,376321,302712,70313,53713,12938,11163,1373,1186,0,0.7,5,6000,82,0,0,0,82,691.27112,691.27112,0.01745,0,1,0,0.017,0.113,0.095,0.39,0.0,0.4,-0.0,4.0,0.0,0.0,0.0,39,0
14871,127712,115117,109042,6005,0,22542,24,232915.100487,35838.370877999994,39650.785748,0.0,63849.342472000004,272565.886235,336415.22870700003,-4.03,0.9009999999999999,329,550.24,550.0880000000001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2060405.14,27987.15,771390.88,496272.1,321424.67,243020.94,84211.04,92065.72,9532.83,14499.81,0.0,383609,215983,64860,47159,14441,10663,1796,1433,0,0,0,10,166,166,111891,112149,381305,3.4,272250,44.92,104.76,64.52,125.0,2095120.94,3518.16,736845.78,497673.29,343307.56,243960.38,105460.43,99928.12,24575.98,38799.61,1051.62,849481,372458,298335,78127,60211,18811,15542,3171,2812,14,0.8,6,6000,85,0,0,0,85,693.3043200000001,693.3043200000001,0.01845,0,2,0,0.018000000000000002,0.102,0.084,0.39,0.0,0.4,-0.0,9.0,0.0,0.0,0.0,46,0
